category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.809998,78.689967,689,IN,Tiruchirappalli,2000,1.86
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.809998,78.689967,689,IN,Tiruchirappalli,2010,2.35
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.624959,85.130039,689,IN,Patna,2000,1.98
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.624959,85.130039,689,IN,Patna,2010,2.26
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,13.089988,80.279999,689,IN,Chennai,2000,2.94
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,13.089988,80.279999,689,IN,Chennai,2010,2.84
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.030053,72.580004,689,IN,Ahmedabad,2000,3.38
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.030053,72.580004,689,IN,Ahmedabad,2010,3.08
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.199984,72.840039,689,IN,Surat,2000,4.98
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.199984,72.840039,689,IN,Surat,2010,3.97
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.683333,86.983333,689,IN,Asansol,2000,1.46
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.683333,86.983333,689,IN,Asansol,2010,2.01
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,31.334921,75.56902,689,IN,Jullundur,2000,2.17
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,31.334921,75.56902,689,IN,Jullundur,2010,2.48
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.454995,81.840007,689,IN,Allahabad,2000,1.52
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.454995,81.840007,689,IN,Allahabad,2010,2.11
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.160017,91.769995,689,IN,Guwahati,2000,1.84
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.160017,91.769995,689,IN,Guwahati,2010,2.27
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1985,0.96
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1955,0.39
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2020,1.63
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1990,0.8
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1960,0.94
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2025,1.77
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1995,0.79
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1965,1.01
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2030,1.69
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2000,0.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1970,1.53
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2035,1.59
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2005,0.93
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1975,1.59
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2040,1.48
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2010,1.19
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1980,1.05
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2045,1.37
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,1950,0.62
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20,77,689,IN,India,2015,1.42
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,34.099972,74.815009,689,IN,Srinagar,2000,2.71
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,34.099972,74.815009,689,IN,Srinagar,2010,2.81
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,16.519959,80.630003,689,IN,Vijayawada,2000,3.74
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,16.519959,80.630003,689,IN,Vijayawada,2010,3.48
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,8.499984,76.950021,689,IN,Thiruvananthapuram,2000,0.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,8.499984,76.950021,689,IN,Thiruvananthapuram,2010,1.7
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.015008,76.223916,689,IN,Kochi,2000,1.73
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.015008,76.223916,689,IN,Kochi,2010,2.23
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,15.359978,75.125016,689,IN,Hubli,2000,1.84
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,15.359978,75.125016,689,IN,Hubli,2010,2.33
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,12.309984,76.660013,689,IN,Mysore,2000,2.22
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,12.309984,76.660013,689,IN,Mysore,2010,2.57
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,12.969995,77.56001,689,IN,Bangalore,2000,3.96
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,12.969995,77.56001,689,IN,Bangalore,2010,3.41
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.99996,76.950021,689,IN,Coimbatore,2000,3.89
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,10.99996,76.950021,689,IN,Coimbatore,2010,3.5
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,30.719997,76.780006,689,IN,Chandigarh,2000,2.44
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,30.719997,76.780006,689,IN,Chandigarh,2010,2.64
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,31.639992,74.869993,689,IN,Amritsar,2000,1.68
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,31.639992,74.869993,689,IN,Amritsar,2010,2.16
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.32999,83.000039,689,IN,Varanasi,2000,1.69
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,25.32999,83.000039,689,IN,Varanasi,2010,2.22
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20.000419,73.779982,689,IN,Nasik,2000,3.15
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,20.000419,73.779982,689,IN,Nasik,2010,2.99
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.216667,81.433333,689,IN,Bhilai,2000,1.52
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,21.216667,81.433333,689,IN,Bhilai,2010,2.08
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.249988,77.409993,689,IN,Bhopal,2000,2.61
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.249988,77.409993,689,IN,Bhopal,2010,2.71
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,9.920026,78.120027,689,IN,Madurai,2000,1.95
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,9.920026,78.120027,689,IN,Madurai,2010,2.41
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.841791,78.756784,689,IN,Moradabad,2000,3.3
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,28.841791,78.756784,689,IN,Moradabad,2010,3.17
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.669997,78.180075,689,IN,Salem,2000,2.09
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,11.669997,78.180075,689,IN,Salem,2010,2.46
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,27.17042,78.015021,689,IN,Agra,2000,2.82
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,27.17042,78.015021,689,IN,Agra,2010,2.83
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,27.892211,78.061788,689,IN,Aligarh,2000,3.1
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,27.892211,78.061788,689,IN,Aligarh,2010,3.06
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,29.000412,77.700001,689,IN,Meerut,2000,2.07
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,29.000412,77.700001,689,IN,Meerut,2010,2.39
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.800393,86.419986,689,IN,Dhanbad,2000,1.26
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,23.800393,86.419986,689,IN,Dhanbad,2010,1.93
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.229987,78.180075,689,IN,Gwalior,2000,2.38
Population,avg_annual_rate_change_percentage_urban,Average annual rate of change of population – Urban,p,26.229987,78.180075,689,IN,Gwalior,2010,2.65
Streets,intersection_density_city_core,Intersection density (#/km²) – city core,n,30.719997,76.780006,689,IN,Chandigarh,2013,100.4
Streets,intersection_density_city_core,Intersection density (#/km²) – city core,n,22.494969,88.324676,689,IN,Kolkata,2013,212.4
Streets,intersection_density_city_core,Intersection density (#/km²) – city core,n,19.01699,72.856989,689,IN,Mumbai,2013,81
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,20,77,689,IN,India,1992,19.2
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,20,77,689,IN,India,2005,30.5
Transport,owner_motorcycle_urban_area,Ownership of motorcycle – urban area,p,20,77,689,IN,India,1998,25
Transport,passengers_carried_by_air,Passengers carried by air,1000,20,77,689,IN,India,2004,23797
Population,percentage_of_international_migrants,Percentage of international migrants,p,20,77,689,IN,India,2000,4.6
Population,percentage_of_international_migrants,Percentage of international migrants,p,20,77,689,IN,India,1995,5
Population,percentage_of_international_migrants,Percentage of international migrants,p,20,77,689,IN,India,2005,4.3
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,20,77,689,IN,India,1993,73.2
Education,net_enrolment_rate_urban,Net enrolment rate in primary education in urban and rural areas (Male) – Urban,p,20,77,689,IN,India,1998,91
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,1990,96.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,1993,97.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,1998,99.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,2000,99.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,2003,99.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,19.01699,72.856989,689,IN,Mumbai,2006,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,1990,88
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,1993,89.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,1998,92.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,2000,94.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,2003,96.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,20.709988,77.010017,689,IN,Akola,2006,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,1990,99.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,1993,99.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,1998,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,2000,99.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,2003,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,28.669993,77.230004,689,IN,Delhi,2006,92.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1990,97.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1993,98.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1998,98.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2000,98.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2003,98.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2006,99.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.680448,76.969968,689,IN,Karnal,2003,99.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,1990,99.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,1993,99.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,1998,98.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,2000,99.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,2003,99.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.921133,75.809987,689,IN,Jaipur,2006,99.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1990,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1993,99
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1998,98.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2000,98.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2003,98.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2006,97.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,31.639992,74.869993,689,IN,Amritsar,2006,100
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,1990,99.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,1993,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,1998,98.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,2000,98
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,2003,97.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,18.530018,73.850004,689,IN,Pune,2006,99.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,1990,96.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,1993,97
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,1998,97.6
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,2000,98.5
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,2003,99.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,34.099972,74.815009,689,IN,Srinagar,2006,98.8
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1990,90.4
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1993,92.9
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1998,94.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2000,98.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2003,98.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2006,95.2
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,11.934994,79.83,689,IN,Pondicherry,2006,99.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,1990,91.1
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,1993,94.3
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,1998,99.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,2000,99.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,2003,99.7
Slum dwellers,improved_water_sustainable_access_cities,Proportion of population with sustainable access to an improved water source – Cities,p,29.169988,75.725031,689,IN,Hisar,2006,99.2
Slum dwellers,composting_toilet,Access to composting toilet,p,20,77,689,IN,India,2006,0.1
Health,children_with_diarrhea_2_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 2 Shelter deprivation,p,20,77,689,IN,India,1992,10.1
Health,children_with_diarrhea_2_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 2 Shelter deprivation,p,20,77,689,IN,India,2005,9.5
Health,children_with_diarrhea_2_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 2 Shelter deprivation,p,20,77,689,IN,India,1998,17.5
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,20,77,689,IN,India,1993,57.4
Education,net_enrolment_rate_rural,Net enrolment rate in primary education in urban and rural areas (Male) – Rural,p,20,77,689,IN,India,1998,82.6
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,1985,10341
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2020,63243
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,1990,23197
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2025,79572
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,1995,36128
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2000,41585
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2005,47537
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2010,52664
Population,population_cities_by_country_10m_or_more,Population in cities by country – cities with 10 million or more inhabitants,1000,20,77,689,IN,India,2015,57654
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,2020,19.19
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1990,14.89
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1960,14.82
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,2025,19.62
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1995,15.56
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1965,16.64
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,2000,15.15
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1975,13.84
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,2010,17.86
Slum dwellers,urban_population_percentage_1m_5m,Percentage of urban population (by country) – 1 to 5 million inhabitants,p,20,77,689,IN,India,1950,17.87
Crime,recorded_bribery_rate,Recorded bribery rate per 100,000 population,n,20,77,689,IN,India,1998,0.38
Crime,recorded_bribery_rate,Recorded bribery rate per 100,000 population,n,20,77,689,IN,India,1999,0.36
Population,urban_population_cities,Urban population – Cities,1000,22.310019,73.180019,689,IN,Vadodara,2000,1465
Population,urban_population_cities,Urban population – Cities,1000,22.310019,73.180019,689,IN,Vadodara,2010,1794
Population,urban_population_cities,Urban population – Cities,1000,22.310019,73.180019,689,IN,Vadodara,2020,2270
Population,urban_population_cities,Urban population – Cities,1000,19.01699,72.856989,689,IN,Mumbai,2000,16367
Population,urban_population_cities,Urban population – Cities,1000,19.01699,72.856989,689,IN,Mumbai,2010,19422
Population,urban_population_cities,Urban population – Cities,1000,19.01699,72.856989,689,IN,Mumbai,2020,23661
Population,urban_population_cities,Urban population – Cities,1000,22.494969,88.324676,689,IN,Kolkata,2000,13058
Population,urban_population_cities,Urban population – Cities,1000,22.494969,88.324676,689,IN,Kolkata,2010,14283
Population,urban_population_cities,Urban population – Cities,1000,22.494969,88.324676,689,IN,Kolkata,2020,16648
Population,urban_population_cities,Urban population – Cities,1000,22.310019,70.800009,689,IN,Rajkot,2000,974
Population,urban_population_cities,Urban population – Cities,1000,22.310019,70.800009,689,IN,Rajkot,2010,1361
Population,urban_population_cities,Urban population – Cities,1000,22.310019,70.800009,689,IN,Rajkot,2020,1862
Population,urban_population_cities,Urban population – Cities,1000,20.270428,85.82736,689,IN,Bhubaneshwar,2000,637
Population,urban_population_cities,Urban population – Cities,1000,20.270428,85.82736,689,IN,Bhubaneshwar,2010,865
Population,urban_population_cities,Urban population – Cities,1000,20.270428,85.82736,689,IN,Bhubaneshwar,2020,1165
Population,urban_population_cities,Urban population – Cities,1000,30.927762,75.872257,689,IN,Ludhiana,2000,1368
Population,urban_population_cities,Urban population – Cities,1000,30.927762,75.872257,689,IN,Ludhiana,2010,1598
Population,urban_population_cities,Urban population – Cities,1000,30.927762,75.872257,689,IN,Ludhiana,2020,1966
Population,urban_population_cities,Urban population – Cities,1000,25.179999,75.834999,689,IN,Kota,2000,692
Population,urban_population_cities,Urban population – Cities,1000,25.179999,75.834999,689,IN,Kota,2010,978
Population,urban_population_cities,Urban population – Cities,1000,25.179999,75.834999,689,IN,Kota,2020,1360
Population,urban_population_cities,Urban population – Cities,1000,34.099972,74.815009,689,IN,Srinagar,2000,954
Population,urban_population_cities,Urban population – Cities,1000,34.099972,74.815009,689,IN,Srinagar,2010,1251
Population,urban_population_cities,Urban population – Cities,1000,34.099972,74.815009,689,IN,Srinagar,2020,1657
Population,urban_population_cities,Urban population – Cities,1000,11.250436,75.76999,689,IN,Kozhikode,2000,875
Population,urban_population_cities,Urban population – Cities,1000,11.250436,75.76999,689,IN,Kozhikode,2010,961
Population,urban_population_cities,Urban population – Cities,1000,11.250436,75.76999,689,IN,Kozhikode,2020,1152
Population,urban_population_cities,Urban population – Cities,1000,26.855039,80.914999,689,IN,Lucknow,2000,2221
Population,urban_population_cities,Urban population – Cities,1000,26.855039,80.914999,689,IN,Lucknow,2010,2854
Population,urban_population_cities,Urban population – Cities,1000,26.855039,80.914999,689,IN,Lucknow,2020,3704
Population,urban_population_cities,Urban population – Cities,1000,22.787535,86.197519,689,IN,Jamshedpur,2000,1081
